Name,Location,Year,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Mileage,Engine,Power,Seats,Price
10,3,2017,23163,1,1,0,15.29,1591,121.3,5.0,12.03
18,9,2011,50000,1,0,2,11.74,1796,186,5.0,8.5
19,9,2014,11900,1,0,0,16.82,1998,189.08,4.0,28.5
26,1,2013,37000,0,1,0,23.59,1364,67.04,5.0,5.75
9,4,2014,30000,1,1,2,19.4,1198,86.8,5.0,3.2
17,3,2018,12831,1,0,0,21.4,1197,83.1,5.0,9.89
24,3,2012,143017,0,0,0,20.0,1968,138.1,5.0,6.58
10,7,2018,13102,1,1,0,21.1,814,55.2,5.0,4.06
23,3,2019,24950,0,1,0,20.37,1461,108.45,5.0,13.37
2,3,2011,57832,0,0,0,16.2,2993,258,5.0,25.82
17,7,2016,34267,1,1,0,22.74,796,47.3,5.0,3.74
28,1,2015,33000,0,0,2,16.8,1984,150,5.0,22.0
17,0,2007,55100,1,1,0,18.9,998,67.1,5.0,1.45
9,8,2008,40000,1,1,0,17.7,1497,78,5.0,2.0
4,8,2014,15000,1,1,0,13.7,1399,98.79,8.0,3.75
16,3,2016,82756,0,1,0,15.96,2523,62.1,7.0,7.7
10,5,2014,20600,1,1,0,21.1,814,55.2,5.0,2.6
10,3,2017,29952,1,0,0,13.0,1591,121.3,5.0,13.77
27,9,2017,15000,1,1,2,16.09,1598,103.5,5.0,7.1
9,10,2008,61938,1,0,2,12.9,1799,130,5.0,2.65
25,5,2014,67000,0,1,0,22.3,1248,74,5.0,2.5
16,7,2013,61672,0,1,0,16.0,2179,140,7.0,7.53
10,3,2017,26185,1,1,0,18.6,1197,81.83,5.0,7.98
1,1,2014,38000,0,0,2,14.16,1968,174.3,5.0,39.0
17,2,2011,67000,1,1,2,18.5,1197,85.80,5.0,2.25
20,2,2010,66000,1,1,2,13.17,1999,114,5.0,3.85
26,5,2015,80883,0,1,0,12.8,2494,102,7.0,13.5
17,5,2016,80219,0,1,0,27.62,793,47,5.0,3.5
17,4,2018,12923,0,1,0,25.1,1248,88.5,5.0,8.92
1,3,2016,86642,0,0,0,15.17,1968,181,5.0,20.37
2,1,2016,19235,0,0,0,21.76,1995,190,5.0,36.5
1,3,2016,51002,0,0,0,11.33,4134,335.2,7.0,48.91
10,10,2016,6800,1,1,0,18.6,1197,81.83,5.0,7.2
23,5,2012,82749,0,1,0,19.01,1461,108.45,5.0,5.99
10,10,2016,51000,0,1,0,24.4,1120,71,5.0,5.25
8,4,2014,31465,0,1,0,22.7,1498,89.84,5.0,6.5
27,5,2013,76476,1,1,0,16.47,1198,73.9,5.0,4.4
10,8,2017,14000,0,1,0,24.0,1120,70,5.0,4.6
25,0,2013,47000,0,1,0,21.12,1248,88.8,5.0,2.95
9,8,2011,48466,1,1,0,17.0,1497,118,5.0,3.26
10,1,2008,46000,1,1,2,17.92,1086,62.1,5.0,2.22
26,5,2012,162663,0,1,0,12.99,2494,100,7.0,10.5
17,3,2017,25142,0,1,0,28.09,1248,88.5,5.0,8.26
26,4,2013,69000,0,1,0,12.55,2982,169,7.0,14.45
18,7,2018,26405,1,0,0,12.6,1950,191.34,5.0,51.43
18,2,2014,45000,0,1,0,15.8,2148,170,5.0,23.0
24,8,2012,64284,0,1,0,17.72,1968,108.49,5.0,5.5
10,4,2015,27000,1,1,0,18.9,1197,82,5.0,4.5
8,5,2018,3678,1,1,0,18.16,1196,86.8,5.0,6.8
24,9,2013,21000,1,1,0,16.8,1395,138.02,5.0,8.75
23,9,2015,67000,0,1,2,19.87,1461,83.8,5.0,7.0
15,4,2015,24000,0,0,2,15.68,1999,177,5.0,33.5
8,2,2011,75000,0,1,2,20.0,1399,68,5.0,2.25
8,5,2008,179000,0,0,2,12.8,2953,156,7.0,4.24
26,3,2017,47198,0,1,0,12.55,2982,168.5,7.0,28.42
27,8,2012,52000,0,1,0,22.07,1199,73.9,5.0,2.75
17,6,2011,91000,0,1,0,23.2,1248,73.94,5.0,3.0
21,10,2013,60000,0,1,0,23.08,1461,63.1,5.0,3.55
10,8,2013,37873,0,1,0,22.32,1582,126.32,5.0,4.8
2,8,2011,31000,1,0,0,10.8,2497,150,5.0,13.5
18,10,2017,129000,0,0,0,11.0,2987,258,7.0,56.0
9,5,2004,78000,1,0,0,12.0,2354,187.4,5.0,3.99
10,1,2016,32000,0,0,0,17.01,1582,126.2,5.0,15.5
10,6,2010,59000,1,1,2,19.81,1086,68.05,5.0,2.32
18,7,2016,35437,0,0,0,20.0,2143,136,5.0,18.58
17,6,2014,98000,1,1,0,16.02,1373,93.7,7.0,5.5
24,2,2006,72000,0,1,2,18.7,1896,66,5.0,3.2
9,10,2015,79000,1,1,0,18.0,1198,86.7,5.0,4.0
17,2,2004,29000,1,1,0,17.3,993,60,5.0,1.6
17,7,2013,66012,1,1,0,15.5,1586,103.3,5.0,4.15
9,9,2014,35000,1,0,0,16.5,1198,86.8,5.0,4.25
17,0,2011,75000,1,1,0,18.9,998,67.1,5.0,2.6
26,9,2008,80000,1,0,2,12.1,2362,164.7,5.0,3.43
4,7,2012,32717,1,1,0,18.6,1199,79.4,5.0,2.55
26,4,2017,25000,0,0,0,12.55,2982,168.5,7.0,32.0
8,9,2014,79000,0,1,0,22.7,1498,89.84,5.0,6.25
17,5,2010,86000,0,1,2,17.8,1248,75,5.0,3.6
18,10,2010,137000,0,0,0,13.5,2987,282,5.0,18.5
9,9,2015,25000,1,1,2,17.3,1497,117.3,7.0,4.25
10,9,2017,8500,1,1,2,18.9,1197,82,5.0,4.8
16,1,2015,34000,0,0,0,16.0,2179,140,7.0,13.0
24,10,2012,41629,1,1,2,14.83,1598,105,5.0,2.25
10,5,2009,80227,1,1,0,17.92,1086,62.1,5.0,2.3
10,7,2019,8587,1,1,0,15.29,1591,121.3,5.0,13.56
16,4,2017,30000,0,1,0,15.4,1997,120,7.0,12.25
24,10,2013,64186,0,1,0,20.5,1598,103.5,5.0,3.76
23,3,2015,76427,0,1,0,19.01,1461,108.45,5.0,8.58
2,5,2011,75000,0,0,0,11.7,2993,245,5.0,27.5
26,3,2013,27075,1,1,0,17.6,1496,88.73,5.0,4.95
17,0,2012,30000,1,1,0,22.5,998,67.04,5.0,3.3
10,2,2016,69434,1,1,0,15.8,1591,121.3,5.0,8.0
17,6,2014,56000,1,1,0,23.1,998,67.04,5.0,2.79
15,3,2017,49275,0,0,0,12.7,2179,187.7,5.0,45.64
4,10,2014,8700,1,1,0,18.6,1199,76.8,5.0,2.55
25,0,2014,18000,1,1,2,25.4,624,37.5,4.0,1.0
1,3,2017,41041,0,0,0,17.68,1968,174.33,5.0,37.56
18,7,2009,80464,0,0,2,11.0,2987,198.5,5.0,9.29
17,7,2019,20667,1,1,0,22.0,1197,81.80,5.0,6.37
6,3,2013,60283,1,1,0,14.6,1368,112,5.0,2.98
17,7,2017,31696,1,1,0,20.4,1197,81.80,5.0,5.75
26,5,2010,100000,0,1,0,11.5,2982,171,7.0,13.0
17,9,2014,13361,1,1,0,16.02,1373,93.7,7.0,6.8
2,3,2010,48394,1,0,0,12.05,1995,154,5.0,10.49
17,6,2014,47399,1,1,0,16.02,1373,93.7,7.0,5.6
9,9,2010,69000,1,0,2,16.8,1497,118,5.0,2.85
10,3,2013,65278,0,1,0,14.66,2199,194.3,7.0,8.36
25,6,2005,108000,0,1,0,17.0,1405,70,5.0,1.0
18,8,2010,50645,1,0,2,10.93,2497,204,5.0,10.75
17,5,2011,130002,0,1,0,19.3,1248,73.9,5.0,3.85
8,5,2012,107000,0,1,0,17.8,1399,67,5.0,3.0
9,3,2015,41950,1,0,0,18.0,1497,117.3,5.0,9.6
26,4,2012,109000,0,1,0,13.0,2982,168.5,7.0,13.25
9,9,2016,9000,1,1,0,18.0,1198,86.7,5.0,5.75
10,4,2014,43900,0,1,0,22.54,1396,88.73,5.0,6.75
4,1,2013,64000,0,1,2,18.2,1248,73.8,7.0,4.85
18,7,2019,13190,1,0,0,0.0,1950,181.43,5.0,38.99
17,9,2009,77652,1,0,0,12.6,1586,103.2,5.0,2.85
26,9,2012,55000,0,1,0,12.99,2494,100,7.0,9.51
2,0,2012,59900,0,0,2,18.48,1995,177,5.0,18.5
23,4,2015,73539,0,1,0,19.01,1461,108.45,5.0,6.75
2,3,2017,31645,0,0,0,20.68,1995,190,5.0,29.4
9,7,2009,69690,1,1,0,17.7,1497,78,5.0,3.29
17,4,2016,41000,0,1,0,28.09,1248,88.5,5.0,9.5
17,10,2010,109200,1,1,2,17.5,1298,85.8,5.0,2.2
16,10,2012,80000,0,1,0,15.1,2179,140,7.0,6.5
9,0,2007,51000,1,1,0,13.5,1799,130,5.0,4.9
17,10,2013,105000,0,1,2,25.47,1248,88.50,7.0,6.75
26,2,2013,179000,0,1,0,23.59,1364,67.04,5.0,3.8
1,4,2013,12100,1,0,0,9.9,1984,207.8,2.0,29.5
24,5,2017,31000,0,1,0,21.13,1498,108.4,5.0,10.5
27,5,2015,50000,0,1,0,20.14,1498,88.8,5.0,6.2
24,6,2009,48000,0,0,0,17.0,1896,105,5.0,5.0
16,2,2007,35000,0,1,0,19.2,1461,65,5.0,2.3
26,0,2016,100200,0,0,0,11.36,2755,171.5,7.0,17.0
2,1,2014,47000,0,0,0,18.88,1995,184,5.0,25.5
9,6,2015,63642,0,1,0,27.3,1498,98.6,5.0,5.65
9,7,2015,62550,0,1,0,25.8,1498,98.6,5.0,5.6
12,7,2015,37340,0,0,0,16.36,2179,187.7,5.0,29.98
17,3,2016,38461,0,1,0,26.59,1248,74,5.0,7.39
13,6,2018,29000,0,1,0,17.1,1956,170,5.0,19.0
26,10,2010,31000,1,1,0,12.5,1794,132,5.0,5.0
9,8,2011,42086,1,1,0,17.0,1497,118,5.0,3.35
17,2,2013,49000,1,1,0,18.6,1197,85.8,5.0,4.45
10,3,2019,77240,0,0,0,22.32,1582,126.32,5.0,8.31
16,6,2012,105000,0,1,2,15.96,2523,62.1,7.0,6.0
17,2,2014,35000,0,1,0,22.9,1248,74,5.0,5.25
1,5,2012,202082,0,0,0,17.68,1968,174.33,5.0,12.3
8,2,2004,129000,1,1,3,13.8,1299,70,5.0,1.5
27,3,2018,33558,0,1,0,20.14,1498,88,5.0,8.12
16,3,2012,60271,0,1,0,13.6,2523,63,7.0,6.12
9,3,2017,45366,0,1,0,25.1,1498,98.6,5.0,10.88
4,8,2014,9500,1,1,0,18.2,1199,82.5,5.0,3.5
10,7,2016,42362,1,1,0,18.6,1197,81.83,5.0,6.15
2,2,2016,21000,0,0,0,17.05,1995,184,5.0,33.0
2,9,2012,15200,0,0,0,15.06,1995,177,5.0,13.5
26,9,2015,43690,0,0,0,12.55,2982,168.5,7.0,17.11
1,7,2014,79926,0,0,0,11.33,4134,335.2,7.0,29.77
17,8,2013,53073,0,1,0,20.77,1248,88.76,7.0,5.95
10,1,2015,59000,1,1,0,18.5,1197,80,5.0,5.75
18,1,2006,47088,1,0,2,10.13,3498,364.9,5.0,19.0
23,0,2014,55000,0,1,0,20.45,1461,83.8,5.0,4.75
16,5,2013,80430,0,1,2,17.21,1493,100,7.0,3.3
26,4,2013,71932,0,0,0,12.55,2982,168.5,7.0,16.5
2,9,2014,19000,0,0,0,15.97,2993,258,7.0,44.0
17,5,2011,81759,0,1,0,19.3,1248,73.9,5.0,4.39
17,7,2018,52010,0,1,0,25.2,1248,74,5.0,6.2
1,7,2016,58953,1,0,0,13.53,1984,177.01,5.0,24.22
20,9,2008,93000,0,1,3,10.5,2835,107.2,6.0,5.45
12,4,2016,10000,0,0,0,16.36,2179,187.7,5.0,44.0
26,3,2019,40674,0,0,0,11.36,2755,171.5,7.0,24.82
24,9,2015,50000,0,0,0,19.3,1968,141,5.0,11.69
26,1,2018,1331,1,0,0,14.28,1798,138.03,5.0,20.0
17,10,2010,60000,1,1,0,19.7,796,35,8.0,1.45
18,9,2018,10003,0,0,0,17.9,2143,170,5.0,48.5
27,9,2016,25000,0,0,0,21.5,1498,108.5,5.0,9.45
16,0,2015,73000,0,1,0,16.0,2179,140,7.0,12.5
21,5,2014,59962,0,1,0,20.45,1461,83.8,5.0,6.9
10,6,2012,72000,0,1,2,22.32,1582,126.32,5.0,5.8
2,3,2016,20967,0,0,0,14.69,2993,258,5.0,44.56
16,1,2015,35000,0,1,2,15.4,2179,120,7.0,8.5
10,3,2017,38056,0,1,0,23.9,1582,126.2,5.0,10.7
1,10,2009,94000,0,0,2,12.07,2967,241.4,7.0,12.0
4,3,2010,64236,1,1,0,14.7,1150,76,5.0,2.44
16,8,2000,124000,0,1,0,13.6,2523,63,7.0,1.95
10,9,2014,7400,1,1,0,19.1,1197,82,5.0,4.35
26,5,2017,52000,0,1,0,13.68,2393,147.8,8.0,17.5
10,5,2015,68764,1,1,0,21.1,814,55.2,5.0,2.9
27,4,2013,64000,0,1,0,22.07,1199,73.9,5.0,2.9
17,10,2016,21558,0,1,0,24.3,1248,88.5,5.0,8.9
2,9,2013,37500,0,0,0,18.88,1995,184,5.0,16.75
10,3,2016,14077,1,1,0,21.1,814,55.2,5.0,3.95
9,9,2009,70000,1,1,0,17.0,1497,118,5.0,2.1
9,7,2011,54316,1,1,2,12.8,2354,177.6,5.0,4.29
16,5,2009,90764,0,1,0,14.0,2498,112,8.0,3.85
2,2,2009,137000,0,0,2,13.2,1995,170,5.0,9.0
9,10,2013,127000,1,1,2,16.8,1497,116.3,5.0,4.5
16,7,2016,51884,0,1,0,16.0,2179,140,7.0,12.46
10,4,2014,67407,0,1,0,21.27,1396,88.76,5.0,4.65
26,5,2014,107825,0,1,0,13.0,2982,168.5,7.0,20.5
16,2,2006,82453,0,1,0,13.6,2523,63,8.0,2.9
17,2,2007,30441,1,1,0,15.9,1298,85,5.0,1.45
19,9,2016,11000,0,0,0,20.7,1496,113.98,5.0,29.5
1,5,2015,61000,0,0,0,15.73,1968,174.33,5.0,25.0
10,4,2013,48454,1,1,2,17.0,1197,80,5.0,3.5
25,6,2017,37000,0,1,0,14.1,2179,154,7.0,11.25
9,7,2017,32249,0,1,0,21.9,1498,98.6,7.0,10.79
27,8,2013,58000,0,1,0,19.33,1968,138.03,5.0,5.9
10,6,2017,28360,1,1,0,19.1,1197,81.86,5.0,5.12
17,9,2017,7000,1,1,0,20.89,1197,81.80,5.0,5.7
2,3,2016,19658,0,0,0,18.12,1995,190,5.0,35.84
8,5,2007,92000,1,1,0,13.8,1299,70,5.0,1.25
10,8,2013,25000,1,1,0,20.36,1197,78.9,5.0,2.65
10,3,2016,37882,0,1,0,22.32,1582,126.3,5.0,9.19
2,1,2014,69330,0,0,0,16.07,1995,181,5.0,23.5
18,4,2011,61000,1,0,0,12.3,1796,185,5.0,12.5
4,8,2010,35000,1,1,2,18.6,1199,79.4,5.0,1.5
16,4,2012,72450,0,1,0,15.1,2179,140,7.0,8.1
17,6,2017,36381,0,1,0,28.09,1248,88.5,5.0,9.75
18,3,2017,25559,0,0,0,19.71,2143,201.15,5.0,37.93
9,2,2005,100000,1,0,3,16.4,1497,78,5.0,1.96
26,6,2015,94000,0,0,0,11.5,2982,169,7.0,20.5
17,1,2011,64357,1,1,0,24.07,998,67.1,5.0,2.75
12,9,2017,10501,1,0,0,9.43,1999,237.4,5.0,75.0
10,2,2009,47000,0,1,0,21.9,1396,90,5.0,2.8
9,9,2017,18000,1,0,0,16.0,1497,117.3,7.0,9.25
26,2,2007,89000,1,1,0,13.4,1794,125,5.0,3.0
1,3,2014,49964,0,0,0,17.68,1968,174.33,5.0,23.89
26,9,2014,35000,0,1,0,12.99,2494,100.6,7.0,12.75
10,6,2014,64000,0,1,0,24.0,1120,70,5.0,4.15
27,9,2013,36000,1,0,0,14.8,1598,105,5.0,4.65
26,4,2012,78600,0,1,0,12.8,2494,102,7.0,8.9
10,6,2008,170000,0,1,2,16.8,1493,110,5.0,1.5
17,10,2015,65000,0,1,2,23.2,1248,73.94,5.0,3.27
1,10,2008,120300,0,0,2,12.07,2967,241.4,7.0,18.0
10,10,2016,21000,1,1,0,18.6,1197,81.83,5.0,6.3
17,3,2017,18108,0,1,0,24.3,1248,88.5,5.0,11.31
9,10,2014,58407,1,1,0,17.4,1497,117.3,5.0,6.16
17,10,2014,49500,1,1,0,20.73,1373,91.1,5.0,6.0
21,7,2013,37199,1,0,0,17.5,1498,99.6,5.0,5.43
27,5,2012,62000,0,1,0,22.07,1199,73.9,5.0,4.65
17,5,2015,59000,0,1,0,20.77,1248,88.8,7.0,7.5
17,6,2015,60000,0,1,0,26.59,1248,74,5.0,6.25
18,1,2007,39037,0,0,0,14.84,2143,170,5.0,9.25
9,9,2013,17003,1,1,0,19.4,1198,86.8,5.0,3.15
10,5,2008,80400,1,1,0,16.0,1086,66.7,5.0,2.3
10,6,2012,75200,0,1,0,22.32,1582,126.32,5.0,5.25
17,7,2017,41217,0,1,0,28.09,1248,88.5,5.0,7.4
8,10,2006,98293,1,1,2,13.8,1299,70,5.0,1.55
27,10,2017,54000,1,1,2,16.2,1199,74,5.0,6.0
9,2,2016,17377,1,1,0,18.7,1199,88.7,5.0,5.9
9,1,2013,33800,0,1,2,25.8,1498,98.6,5.0,4.7
10,5,2015,86157,0,1,0,22.54,1396,88.73,5.0,6.5
17,5,2012,146824,0,1,0,21.1,1248,73.9,5.0,3.55
9,2,2014,55000,1,1,0,16.8,1497,116.3,5.0,7.1
24,5,2010,53293,1,1,0,13.14,1798,160,5.0,6.0
17,10,2017,38000,0,1,0,24.3,1248,88.5,5.0,7.99
10,1,2009,64000,1,1,2,17.0,1197,80,5.0,4.1
17,5,2017,25058,1,0,0,24.07,998,67.1,5.0,3.95
10,7,2016,36700,1,1,0,21.1,814,55.2,5.0,4.38
10,9,2011,35000,1,1,0,20.36,1197,78.9,5.0,2.75
18,3,2016,22732,1,0,0,18.1,3498,306,2.0,55.54
1,5,2014,48000,0,0,0,18.53,1968,187.74,5.0,29.0
8,1,2013,62084,0,1,0,22.77,1498,98.59,5.0,6.6
27,8,2012,39273,0,0,0,14.3,1968,140,5.0,6.99
26,1,2017,64798,0,1,0,13.68,2393,147.8,7.0,18.75
8,6,2010,100002,0,1,3,20.0,1399,68,5.0,1.28
4,10,2006,78000,1,1,3,14.49,1399,92.7,5.0,1.2
17,3,2013,57717,1,1,0,18.5,1197,85.80,5.0,4.31
15,2,2011,109000,0,0,0,12.39,2179,147.51,5.0,16.5
10,3,2017,74515,1,1,0,18.9,1197,82,5.0,5.64
8,3,2017,50484,0,0,0,10.91,3198,197.2,7.0,31.12
1,7,2013,13452,0,0,0,12.8,1968,167.6,5.0,25.46
10,7,2017,37688,1,1,0,17.01,1591,121.3,5.0,7.88
18,2,2017,34000,0,0,0,13.0,2143,204,5.0,36.0
18,10,2014,120000,0,0,0,0.0,2987,165,5.0,30.0
17,10,2008,64000,1,1,2,17.5,1298,85.8,5.0,2.85
9,4,2011,100000,1,1,0,13.0,1343,90,5.0,3.5
23,6,2014,75000,0,1,0,20.46,1461,83.8,5.0,7.5
18,5,2012,86000,0,0,0,14.84,2143,170,5.0,19.0
2,5,2015,69000,0,0,0,15.97,2993,258,5.0,54.0
10,7,2015,41721,1,1,0,19.1,1197,82,5.0,4.7
17,5,2017,13000,1,0,0,22.0,1197,81.80,5.0,8.5
2,8,2013,38998,0,0,0,16.07,1995,181,4.0,17.0
17,7,2017,54250,1,1,0,22.74,796,47.3,5.0,3.51
1,1,2013,45979,0,0,2,17.11,1968,174.33,5.0,19.5
19,10,2012,37000,1,0,2,13.6,1598,181,4.0,17.0
1,3,2015,46983,0,0,2,12.07,2967,241.4,7.0,43.35
4,1,2012,40700,0,1,0,25.44,936,57.6,5.0,2.65
17,7,2015,43828,1,1,0,20.51,998,67.04,5.0,3.52
21,8,2016,53000,0,1,0,19.01,1461,108.5,5.0,6.25
2,0,2015,100000,0,0,0,18.88,1995,184,5.0,24.75
17,9,2015,19000,1,1,0,20.85,1197,83.14,5.0,5.25
24,6,2016,84000,0,1,0,17.72,1968,108.5,5.0,11.0
8,7,2018,37630,1,0,0,15.63,1499,110.4,5.0,9.1
10,2,2010,67714,1,1,0,18.5,1197,80,5.0,3.25
17,10,2017,32000,0,1,0,15.0,1248,88.5,5.0,8.5
10,10,2010,51000,1,1,0,16.2,1599,103.2,5.0,3.1
2,7,2015,58390,0,0,0,18.88,1995,184,5.0,19.86
10,8,2017,14000,0,1,0,24.0,1186,73.97,5.0,4.9
9,4,2014,55818,1,1,2,17.4,1497,117.3,5.0,5.7
17,8,2012,52241,0,1,0,25.2,1248,74,5.0,2.9
17,3,2018,25433,0,1,0,27.39,1248,74,5.0,7.83
25,7,2015,40611,0,1,0,14.0,2179,138.1,7.0,8.15
10,1,2008,72000,1,1,2,13.2,1495,94,5.0,2.0
17,5,2016,54631,0,1,0,25.2,1248,74,5.0,6.25
25,3,2016,24941,1,0,0,21.9,624,37.48,4.0,3.19
17,0,2017,63939,0,1,0,25.47,1248,88.50,7.0,7.75
17,4,2014,35214,1,0,2,23.1,998,67.04,5.0,3.2
17,4,2015,63000,0,1,0,25.2,1248,74,5.0,4.9
27,7,2012,121377,1,1,0,15.04,1598,103.6,5.0,3.8
27,2,2009,100970,0,0,0,15.5,1896,105,5.0,4.0
19,5,2014,60000,0,0,2,20.7,1496,113.98,5.0,23.5
25,2,2008,77650,0,1,0,17.2,1396,53.5,5.0,1.15
9,1,2015,18955,1,0,0,18.0,1497,117.3,5.0,10.65
12,3,2016,47877,0,0,0,16.36,2179,187.7,5.0,35.68
18,7,2017,43368,0,0,0,15.0,2143,204,5.0,31.94
4,2,2011,73000,0,1,3,18.3,1991,147.9,5.0,4.2
16,0,2015,72007,0,1,0,15.1,2179,140,7.0,9.9
18,7,2014,56778,1,0,0,11.74,1796,186,5.0,15.46
9,7,2018,20024,1,1,0,18.2,1199,88.7,5.0,8.46
26,8,2013,42103,1,1,0,16.78,1496,88.73,5.0,3.25
17,5,2012,67147,1,1,0,19.7,796,46.3,5.0,2.6
17,3,2016,37806,1,1,0,20.4,1197,81.80,5.0,5.2
17,10,2009,85000,1,1,3,19.0,998,66.1,5.0,1.8
25,2,2011,35000,1,1,0,25.4,624,37.48,4.0,1.6
8,8,2015,72035,0,1,0,25.5,1498,99,5.0,2.5
6,6,2011,48500,1,1,0,16.0,1368,90,5.0,2.5
8,3,2017,28854,1,1,0,18.16,1196,86.8,5.0,6.7
17,5,2005,92450,1,1,0,15.4,1590,94,5.0,1.2
2,3,2016,14351,0,0,0,18.88,1995,184,5.0,35.55
4,6,2017,51087,0,1,0,17.9,1998,163.7,5.0,7.75
16,2,2005,50000,0,1,0,12.7,2609,116.6,8.0,1.94
25,5,2016,73000,0,1,0,25.0,1396,69,5.0,2.2
4,0,2011,60000,0,0,0,18.1,1991,147.9,4.0,3.8
26,2,2016,50000,0,1,0,12.8,2494,102,8.0,15.65
18,3,2018,36797,0,0,0,19.27,2143,167.62,5.0,39.47
17,8,2011,50000,1,1,2,18.5,1197,85.80,5.0,1.5
26,0,2013,94000,0,1,0,12.8,2494,102,8.0,8.85
26,1,2013,74000,0,1,2,12.55,2982,168.5,7.0,17.9
10,3,2014,41016,1,0,2,16.95,1197,78.9,5.0,5.08
10,1,2012,67000,0,1,0,22.32,1582,126.32,5.0,6.25
1,1,2015,76927,0,0,0,15.73,1968,174.33,5.0,22.75
4,8,2010,17088,1,1,0,18.6,1199,79.4,5.0,1.46
8,10,2007,112808,0,1,2,17.8,1399,68,5.0,2.05
8,3,2014,74980,0,1,0,20.0,1399,68,5.0,4.08
17,5,2014,44600,1,0,0,23.1,998,67.04,5.0,4.55
18,9,2013,37000,0,0,0,20.0,2143,107.3,5.0,14.0
10,0,2016,21000,1,1,0,15.8,1591,121.3,5.0,10.9
17,1,2010,81245,1,1,0,18.9,998,67.1,5.0,2.45
18,4,2013,70000,0,0,0,10.0,2148,170,5.0,15.8
8,9,2017,4018,1,1,0,18.88,1499,110.4,5.0,8.25
23,4,2013,70000,0,0,2,13.73,1995,148,5.0,8.5
16,3,2016,56532,0,1,0,16.0,2179,140,7.0,15.54
17,5,2013,26875,1,1,0,16.8,796,34.2,8.0,2.35
17,3,2015,72599,1,1,0,22.5,998,67.04,5.0,4.32
8,6,2008,205000,0,1,2,13.1,2499,141,7.0,3.9
10,5,2011,98000,0,1,2,22.32,1582,126.32,5.0,5.2
10,9,2018,19500,1,1,0,18.6,1197,81.83,5.0,5.85
17,1,2013,68000,1,1,2,16.02,1373,93.7,7.0,6.25
16,3,2019,19654,0,0,0,14.0,2179,155,7.0,17.63
17,9,2017,26000,0,1,0,23.65,1248,88.5,5.0,9.75
18,1,2015,10000,1,0,0,18.1,3498,306,2.0,55.0
27,5,2011,75020,0,1,0,22.07,1199,73.9,5.0,4.1
26,5,2011,157000,0,1,0,12.55,2982,168.5,7.0,11.99
16,7,2017,43773,0,1,0,16.0,2179,140,7.0,13.54
18,9,2016,21000,0,0,0,17.9,2143,201.15,5.0,56.0
9,2,2016,23280,1,1,0,18.7,1199,88.7,5.0,6.5
17,10,2013,88000,0,1,0,23.4,1248,74,5.0,4.75
10,5,2014,67000,1,1,0,17.01,1591,121.3,5.0,5.6
8,3,2017,59636,0,0,0,10.91,3198,197,7.0,29.2
10,8,2018,11000,1,1,0,18.6,1197,81.83,5.0,6.35
9,9,2013,60669,1,1,0,16.8,1497,116.3,5.0,4.95
9,5,2018,12000,0,1,0,27.4,1498,98.6,5.0,8.5
10,8,2013,35000,1,1,0,17.1,1591,121.3,5.0,4.5
9,2,2015,65000,0,1,0,24.2,1498,98.6,7.0,5.5
17,7,2013,39929,0,1,0,20.77,1248,88.8,7.0,6.56
17,10,2014,49000,1,1,0,24.07,998,67.1,5.0,2.3
26,10,2004,77757,0,1,2,13.1,2446,75,10.0,3.5
10,7,2016,21456,1,1,0,20.36,1197,78.9,5.0,4.55
24,1,2009,74000,0,0,2,17.0,1896,105,5.0,7.75
10,9,2015,37000,1,1,2,18.6,1197,81.83,5.0,5.25
2,3,2013,108640,0,0,0,11.5,2993,235,5.0,23.29
2,9,2016,38000,0,0,0,22.69,1995,190,5.0,23.99
4,10,2010,80000,1,1,0,14.49,1399,92.7,5.0,1.79
18,9,2011,47000,0,0,2,14.21,2143,203,5.0,13.9
1,8,2013,31000,0,0,0,17.68,1968,174.33,5.0,18.95
17,8,2014,40000,1,1,0,20.51,998,67.04,5.0,2.49
23,6,2016,4152,1,1,0,25.17,799,53.3,5.0,3.15
27,9,2017,51000,0,1,0,21.66,1498,108.62,5.0,6.45
27,0,2013,55000,0,1,0,22.07,1199,73.9,5.0,4.25
17,5,2014,58500,1,1,0,22.74,796,47.3,5.0,2.75
10,7,2017,58620,1,1,0,18.6,1197,81.83,5.0,7.14
10,6,2012,71172,1,1,3,17.0,1197,80,5.0,3.5
10,2,2017,12000,0,1,0,22.54,1396,88.73,5.0,7.3
17,8,2014,25000,1,1,0,20.51,998,67.04,5.0,2.75
10,1,2017,43000,0,1,2,22.54,1396,88.73,5.0,8.2
27,9,2015,57022,1,0,0,17.21,1197,103.6,5.0,6.51
8,10,2015,92000,0,1,0,20.0,1399,68.05,5.0,4.25
17,3,2014,33372,1,1,2,18.6,1197,85.8,5.0,6.21
10,7,2016,52625,0,1,0,24.0,1120,70,5.0,4.58
16,2,2016,215000,0,1,0,14.02,2179,118.3,7.0,7.5
10,3,2014,60138,1,1,0,19.81,1086,68.05,5.0,4.09
24,9,2014,84000,0,0,0,19.3,1968,141,5.0,10.75
2,9,2014,47000,0,0,0,15.97,2993,258,7.0,41.5
17,5,2014,33450,1,0,0,23.1,998,67.04,5.0,4.4
27,6,2013,125000,0,1,2,20.54,1598,103.6,5.0,6.25
2,10,2011,99606,0,0,2,16.07,1995,181,5.0,10.5
17,9,2014,64000,0,1,0,20.77,1248,88.8,7.0,7.25
